star_name,Simbad_ID,GaiaDR3_ID,distance_pc,ra_combined,dec_combined
V* V1044 Sco,HD 143937,Gaia DR3 6243343170769568128,42.86859893798828,241.01040174861657,-21.92844325971044
* nu.02 Sco A,* nu.02 Sco A,Gaia DR3 6245698187231874816,142.2626953125,242.99386579302194,-19.450285245533998
HD 142987,HD 142987,Gaia DR3 6248340348034690688,129.03720092773438,239.5855638389181,-18.623752712594293
ASAS J160835-1912.0,ASAS J160835-1912.0,Gaia DR3 6248755585472315392,119.84659635666348,242.14314071731212,-19.199059818943756
V* AD Leo,V* AD Leo,Gaia DR3 625453654702751872,4.965085518632973,154.90116999999998,19.870002777777778
V* IV Lib,HD 139183,Gaia DR3 6255130760043614336,292.39766081871346,234.30575608401932,-18.335022548209235
V* PS Lib,V* PS Lib,Gaia DR3 6256514254910466304,231.99749755859375,229.3382932827242,-19.016589532399706
HD 123037,HD 123037,Gaia DR3 6291206045789315328,88.04640197753906,211.4108580206315,-18.072555863371125
V* UZ Lib,V* UZ Lib,Gaia DR3 6318307633024991232,213.27310180664062,233.0968124530189,-8.533608083132345
V* del Lib,* del Lib,Gaia DR3 6332277920392457472,107.73075928639145,225.24283457293987,-8.51897410767388
V* FT Oct,ASAS J212528-8138.5,Gaia DR3 6348514275456913792,34.44060134887695,321.36635616111846,-81.6415043786703
V* CF Oct,V* CF Oct,Gaia DR3 6349807885246622464,220.931396484375,312.40531326083067,-80.13354787192226
PM J21570-5606,PM J21570-5606,Gaia DR3 6412916829023660800,87.07060241699219,329.26622739880776,-56.10055929512619
HD 197192,HD 197192,Gaia DR3 6425298734405767296,40.27807986337675,311.4853389996902,-66.16614266154009
Gaia DR3 6431525857169175040,,Gaia DR3 6431525857169175040,153.5876007080078,271.64995693301023,-70.62720910265928
ASAS J192249-6311.1,ASAS J192249-6311.1,Gaia DR3 6441658161757713920,73.35559844970703,290.71124658102485,-63.18313058409379
HD 186565,HD 186565,Gaia DR3 6442006951757521664,339.66510009765625,297.2223439240125,-62.13131275522047
UPM J2053-6223,UPM J2053-6223,Gaia DR3 6451144236982039680,21.6112003326416,313.482270381822,-62.39963437665979
HD 204353,HD 204353,Gaia DR3 6452221724017193216,180.06014008678898,322.6045205685051,-60.207088204064576
CD-59  7607,CD-59  7607,Gaia DR3 6456236212769737472,124.47859954833984,314.8276567895588,-59.03288057578832
V* BP Ind,V* BP Ind,Gaia DR3 6457586653566128640,45.06230163574219,312.67959813713105,-56.242515662497155
CD-55  8799,CD-55  8799,Gaia DR3 6463546350186454144,205.12319946289062,320.1836453471681,-54.633105555805805
V* BR Ind A,HD 201427A,Gaia DR3 6464757870268513152,51.65556072111162,317.84486963364134,-52.33918048076727
V* BS Ind,V* BS Ind,Gaia DR3 6466063063582742656,60.61965410425368,320.2494809027634,-52.4782560168188
HD 195289,HD 195289,Gaia DR3 6467817609261492224,104.13737802909598,308.3055192930952,-58.112473850141086
Gaia DR3 6468991303565458816,,Gaia DR3 6468991303565458816,,307.00048512075205,-56.16347530821324
Gaia DR3 6469189696694497408,,Gaia DR3 6469189696694497408,,306.79216217237087,-55.830307309983255
2MASS J20423672-5425263,2MASS J20423672-5425263,Gaia DR3 6470742481994348416,45.537133255313044,310.65314808632206,-54.424411596247964
CD-54  8764,CD-54  8764,Gaia DR3 6471134835842209792,340.9737854003906,311.08724813198256,-53.8509176383063
V* CX Ind,CD-50 13207,Gaia DR3 6478107251392112640,225.59039306640625,315.338056642082,-49.55210268142549
HD 224361,HD 224361,Gaia DR3 6487463923545456384,63.7442072451666,359.33369043901786,-62.956476619115
Gaia DR3 6508997309018303744,,Gaia DR3 6508997309018303744,,333.0687677272602,-54.55458990253767
UCAC3 83-414538,UCAC3 83-414538,Gaia DR3 6523442177388623488,24.952091983391888,354.06526390427445,-48.58364078721765
V* TZ PsA,HD 217344,Gaia DR3 6554844401276275712,83.83290100097656,345.11766870906047,-33.745748964489025
V* Z Ind,V* Z Ind,Gaia DR3 6559052816392332288,194.50909423828125,328.6016048687864,-49.944782635480266
UCAC2  11450508,UCAC2  11450508,Gaia DR3 6560463421092689024,344.8633117675781,331.68635719025997,-47.73749262095575
V* CP Gru,V* CP Gru,Gaia DR3 6561698791124472960,274.24371337890625,329.6574108107043,-45.74334615380629
RX J2117.5-4444B,RX J2117.5-4444B,Gaia DR3 6576809826100275456,18.153400421142578,319.392039084495,-44.742659717678805
RX J2117.5-4444A,RX J2117.5-4444A,Gaia DR3 6576809826101726208,17.892480506142487,319.39204113945715,-44.74289124394539
ASAS J210108-4158.9,ASAS J210108-4158.9,Gaia DR3 6581242885184921728,54.890164780274674,315.2830639290132,-41.98143635806243
V* AF PsA,HD 214971,Gaia DR3 6597453015177982720,235.52132645611061,340.6103367574256,-34.07487566334163
V* WW PsA,V* WW PsA,Gaia DR3 6603693881832177792,20.867329691288727,341.24246814684966,-33.251032101917744
UCAC4 286-221890,UCAC4 286-221890,Gaia DR3 6603739438550692480,29.391795574183423,341.282358273555,-32.86434404800576
V* CU Cnc,V* CU Cnc,Gaia DR3 662732046688476288,16.64996120559039,127.90655875,19.39427722222222
HD 175897,HD 175897,Gaia DR3 6633474669669267712,100.25140380859375,285.2785730228091,-58.89191823936698
CD-54  8168,CD-54  8168,Gaia DR3 6644173192685587328,52.498199462890625,287.3393903084559,-54.28576659643532
WT 625,WT 625,Gaia DR3 6644254522186867072,32.89625180106979,286.335153113743,-54.579490225372275
L  274-89,L  274-89,Gaia DR3 6644841042920381184,23.587186496807476,289.25946983117194,-52.647920513638645
V* PZ Tel,V* PZ Tel,Gaia DR3 6655168686921108864,47.22249984741211,283.2745858784294,-50.18090714864019
TYC 8380-1953-1,TYC 8380-1953-1,Gaia DR3 6659818109278047744,527.2152709960938,290.7184050317509,-48.53628778569473
HD 195305,HD 195305,Gaia DR3 6675701310653588096,200.96209716796875,308.04525936866685,-44.757719385580515
TYC 7967-1203-1,TYC 7967-1203-1,Gaia DR3 6678187272084174592,211.14410400390625,311.2982385935235,-40.83273164171061
CD-40 14016,CD-40 14016,Gaia DR3 6678683014390392064,273.0423889160156,311.403360769732,-39.832434756170706
2MASS J18151564-4927472,2MASS J18151564-4927472,Gaia DR3 6706431763001502848,61.98513596439574,273.8152222814037,-49.4634529565478
HD 180235,HD 180235,Gaia DR3 6712758941319393664,117.6395034790039,289.43230907573997,-44.004789201830455
L  491-42,L  491-42,Gaia DR3 6717813842950778880,21.262800216674805,288.2857346527281,-39.03273448995158
2MASS J18025911-4126453,2MASS J18025911-4126453,Gaia DR3 6725401465316090880,29.633499145507812,270.74611870631617,-41.44644367571541
2MASS J19243494-3442392,2MASS J19243494-3442392,Gaia DR3 6742986538895222144,51.5466574569972,291.1457820661295,-34.71127088024054
HD 182928,HD 182928,Gaia DR3 6744215934631292160,196.1063995361328,292.1333096784772,-35.13307987885469
UCAC3 116-474938,UCAC3 116-474938,Gaia DR3 6747467431032539008,68.51069641113281,299.0124266822327,-32.12217413843796
1RXS J185803.4-295318,1RXS J185803.4-295318,Gaia DR3 6760846563417053056,74.34004623950875,284.517373475387,-29.884844340176983
HD 182346,HD 182346,Gaia DR3 6772298492399894656,47.7156982421875,291.275961079988,-23.041972517104377
CD-38 14209,CD-38 14209,Gaia DR3 6778206443251140608,670.8565063476562,311.5050680044522,-37.62572470467446
V* BO Mic,V* BO Mic,Gaia DR3 6778413151435607680,51.02483378660394,311.93762710535583,-36.59502145007595
V* BM Mic,V* BM Mic,Gaia DR3 6787577134175422848,149.25909423828125,318.6297508376557,-30.757658852477757
HD 200244,HD 200244,Gaia DR3 6807464138426082816,138.77740478515625,315.74270865827816,-22.9339141656982
UCAC4 354-189365,UCAC4 354-189365,Gaia DR3 6833291426043854976,33.5961673492288,317.5196426869063,-19.342210701648092
BPS CS 22898-0065,BPS CS 22898-0065,Gaia DR3 6833292181958100224,32.36465908686351,317.5227489126817,-19.333074282901055
V* AD Cap,V* AD Cap,Gaia DR3 6838132025984906624,258.9657897949219,324.9540186046024,-16.005850864595118
V* del Cap,* del Cap,Gaia DR3 6838311796136238976,11.866619200189866,326.76139246141946,-16.128607188133948
SCR J2010-2801,SCR J2010-2801,Gaia DR3 6846651450099142016,46.40694247859479,302.5004572716758,-28.02839732080553
ASAS J201925-2513.8,ASAS J201925-2513.8,Gaia DR3 6848946444401062656,362.20208740234375,304.85357413137655,-25.228303325642404
HD 194959,HD 194959,Gaia DR3 6862646496722308224,142.0688018798828,307.24581342497146,-17.434863601902137
StKM 1-1876,StKM 1-1876,Gaia DR3 6896057214818851712,26.92007429940507,319.400308010856,-8.90324555850425
HD 198217,HD 198217,Gaia DR3 6913055153483574784,109.78459930419922,312.2483697525256,-6.7491720032557225
V* V837 Tau,HD  22403,Gaia DR3 69443337640657536,36.60255119781849,54.295992083333324,25.991098333333333
Wolf  341,Wolf  341,Gaia DR3 795459519818942848,28.504646257339946,150.75791833333332,34.55537444444444
PM J10581+5057,PM J10581+5057,Gaia DR3 836099398022603776,27.67239208458897,164.53132875,50.95079833333334
LP   93-440,LP   93-440,Gaia DR3 861101536524215680,42.2168935121078,168.42000375,60.71637944444445
V* V340 Gem,HD  57267,Gaia DR3 871136882231721600,467.2460517708625,110.38673208333333,26.159234444444444
V* V1376 Tau,RX J0331.1+0713,Gaia DR3 9770058461712000,101.27197601879608,52.784927499999995,7.223575555555556
* sig Ori,* sig Ori,Gaia DR3 3216486443742786048,328.9473684210526,84.68652242854718,-2.6000786610750604
HD  57555,HD  57555,Gaia DR3 5486710017860533376,59.737156511350065,109.61283149331709,-57.35191100546239
V* gam02 Vel,* gam02 Vel,,342.4657534246575,122.38312541666666,-47.33658611111111
V* BB Scl,HD   9770,Gaia DR3 5022972468946212352,26.018561641875312,23.755065414092623,-29.909847153327878
V* V1054 Oph,HD 152751,Gaia DR3 4339465085630200960,6.1954030109658635,253.866212216389,-8.340325829268696
HD 155063,HD 155063,Gaia DR3 4135439467475951232,132.27513227513228,257.502953494832,-18.01558926439098
V* V772 Her,HD 165590,Gaia DR3 4576326312902814208,32.57902041401419,271.4569899386254,21.445722941952678
HD 165590A,HD 165590A,,,271.45712666666657,21.445893055555555
Gaia DR3 6005771246680988416,,Gaia DR3 6005771246680988416,,231.1351886333753,-40.340078951558816
PM J05243-1601,PM J05243-1601,,,81.07973583333333,-16.02090833333333
LP  497-33,LP  497-33,Gaia DR3 3742871034173807488,16.39344262295082,198.5836695175309,13.33274141508003
V* V780 Tau,G 100-28,Gaia DR3 3428755925216353280,10.245901639344263,85.10759540891131,24.800548287073894
1RXS J200031.8+592127,1RXS J200031.8+592127,,,300.13245583333327,59.358089166666666
AX J1600.9-5142,AX J1600.9-5142,,,240.21032791666664,-51.71249388888889
[KSF2015] 1256-1483A,[KSF2015] 1256-1483A,,,265.24733333333336,-32.18947222222222
SCR J1746-3214,SCR J1746-3214,Gaia DR3 4055579464064558592,12.071000099182129,266.6704915930946,-32.23412636909977
EXO 040830-7134.7,EXO 040830-7134.7,Gaia DR3 4653866999617253376,57.99589920043945,62.02973771625461,-71.44977646511532
TYC 8332-2529-1,TYC 8332-2529-1,Gaia DR3 5938773021079334656,522.4804077148438,256.23437366246367,-48.350191643688696
UPM J1709-5957,UPM J1709-5957,,,257.44302083333326,-59.960425
V* lam Col,* lam Col,Gaia DR3 2890256052382220928,109.72029876708984,88.2786515361158,-33.801224883612235
BPS CS 29520-0077,BPS CS 29520-0077,Gaia DR3 4677731349742482176,24.58289909362793,71.70747886562587,-60.56918631271819
RX J2138.5-5050,RX J2138.5-5050,Gaia DR3 6465741903107929472,45.274066561932656,324.64779800999383,-50.85318667794854
WT 713,WT 713,Gaia DR3 6475208492064361216,37.39250183105469,307.3350155678066,-51.496245485503934
CD-51 13128,CD-51 13128,Gaia DR3 6558208838138808576,14.864517356553693,329.42143201446856,-51.00786556105539
PM J15587+2351E,PM J15587+2351E,Gaia DR3 1218502635856444672,35.50127804600966,239.68739063662417,23.854964560277132
V* AY Cet,*  39 Cet,Gaia DR3 2531779768115636992,74.83797578243104,19.15075342521739,-2.5006521246476354
* alf Psc A,* alf Psc A,Gaia DR3 2517584007848935808,50.50632591732115,30.511904676677545,2.7637593166659924
RX J0348.9+0110,RX J0348.9+0110,Gaia DR3 3269809871469588992,109.76948408342481,57.245000803256445,1.1815980116019358
UPM J0250-0559,UPM J0250-0559,Gaia DR3 5183868094246367488,30.116671987278718,42.66805334782239,-5.998153255557502
* ksi UMa B,* ksi UMa B,Gaia DR3 756853643637996160,8.734639045408768,169.54514999999998,31.529116944444443
V* FG UMa,V* FG UMa,Gaia DR3 1048662861419934848,194.0791015625,155.44706554485882,60.91274939064989
V* FF UMa,V* FF UMa,Gaia DR3 1064120689236346496,114.51380157470703,143.44375134264385,62.827750415682104
Gaia DR3 1259198997173292672,,Gaia DR3 1259198997173292672,,213.67983141008725,26.27769358169303
LP  325-68,LP  325-68,Gaia DR3 1279558241667996160,36.54022530702924,219.32590456224003,26.883559681983275
V* V1246 Her,ROTSE1 J170757.98+291914.9,Gaia DR3 1308955403024887168,300.3175964355469,256.9914650259048,29.320968767354625
Gaia DR3 1374013506039957248,,Gaia DR3 1374013506039957248,,232.81930490182555,34.690797540477895
BD+42  2437,BD+42  2437,Gaia DR3 1500689752504456576,229.3104634364466,206.5062436061709,42.01880266367085
ATO J183.5330+47.2673,ATO J183.5330+47.2673,Gaia DR3 1545247048904161664,38.814752711210474,183.53297927178696,47.267364915242865
V* WW Dra,HD 150708A,Gaia DR3 1624551008683167616,154.3257507947776,249.7667853497691,60.69939827230275
Gaia DR3 1846427022035230592,,Gaia DR3 1846427022035230592,,314.55224665087013,29.345748804235644
HD 203454,HD 203454,Gaia DR3 1965602679357877504,26.71540069580078,320.2558440613346,40.34402530397963
V* V2015 Cyg,V* V2015 Cyg,Gaia DR3 2071438198315555584,193.3061981201172,308.47861513356236,46.69387431521622
SDSS J020648.78-061416.3,SDSS J020648.78-061416.3,Gaia DR3 2490646557083919104,465.4764099121094,31.70327988792675,-6.237907754863565
G 159-10,G 159-10,Gaia DR3 2512515156165604096,25.83438608456628,28.458137719986134,3.2229517483500776
Gaia DR3 2627793452779850880,,Gaia DR3 2627793452779850880,150.2136993408203,334.449495737832,-3.010884634571222
Gaia DR3 2683284086646297984,,Gaia DR3 2683284086646297984,,331.075479789535,2.6053914243927947
Gaia DR3 2866918952441234944,,Gaia DR3 2866918952441234944,,355.96248054053973,28.749604280623004
* lam Lep,* lam Lep,Gaia DR3 2988329637719192960,394.743896484375,79.89385682650418,-13.17679073992929
V* V1051 Ori,V* V1051 Ori,Gaia DR3 3010356669556499456,184.99676255665526,85.1924634797357,-10.408668447365478
Gaia DR3 3117120863523946368,,Gaia DR3 3117120863523946368,,97.35079477386645,-2.8171307181240244
HD  35502,HD  35502,Gaia DR3 3211026372078082048,363.70249136206587,81.25501502950834,-2.815478316660979
HD  36150,HD  36150,Gaia DR3 3220337139620598784,106.30560302734375,82.42370106902293,-0.802800195224556
G  74-6,G  74-6,Gaia DR3 326301623394590592,28.1172941040846,32.704290833333324,33.994640000000004
TYC 2834-1385-1,TYC 2834-1385-1,Gaia DR3 332960437612324608,142.10601108426886,34.60847624999999,40.56855361111111
HD  32595,HD  32595,Gaia DR3 3391443585811523072,759.843994140625,76.20454131174071,13.308847313862952
Gaia DR3 3393109345927427584,Gaia DR3 3393109345927427584,Gaia DR3 3393109345927427584,125.8302001953125,77.03768774762308,15.981088202454785
V* V1154 Tau,V* V1154 Tau,Gaia DR3 3418398212150505472,3288.272216796875,76.40715473414683,23.061016458388565
TWA 35,TWA 35,Gaia DR3 3465944500845668224,70.76039116344235,180.1142822387767,-34.093755525560375
Gaia DR3 3477650176513390848,,Gaia DR3 3477650176513390848,,175.08619539226873,-33.08877015242976
Gaia DR3 3580268215207612672,,Gaia DR3 3580268215207612672,,189.09642204883778,-7.7523424883532455
Gaia DR3 3667302325846472320,,Gaia DR3 3667302325846472320,77.28610229492188,213.06566557520827,2.4093101388858527
LP  610-59,LP  610-59,Gaia DR3 3805812959558176640,50.66061441193159,160.90664670736248,-0.8029156417481359
Ross  119,Ross  119,Gaia DR3 3912369208386557440,11.47719955444336,178.53324514004805,9.802773361080156
PM J00081+4757,PM J00081+4757,Gaia DR3 393155984814848128,18.648644616509273,2.026768333333333,47.95065888888889
HD 164224,HD 164224,Gaia DR3 4070812750998846720,234.30340576171875,270.24007583211267,-20.988166737328882
Gaia DR3 4150951648092395904,,Gaia DR3 4150951648092395904,,271.0283501437161,-12.192875164033234
Gaia DR3 4151060675856859136,,Gaia DR3 4151060675856859136,109.6759033203125,271.4213093366661,-11.759408183852827
2MASS J19551247+0045365,2MASS J19551247+0045365,Gaia DR3 4240284979281473920,180.51980590820312,298.8019874219685,0.7601086356146354
PM J15557-1020,PM J15557-1020,Gaia DR3 4346428219751350016,24.95680046081543,238.9268858802713,-10.334023684156296
SIPS J0038-7759,SIPS J0038-7759,Gaia DR3 4635583804874569728,51.62770080566406,9.54430559258079,-77.98423546387419
[W60] D43,[W60] D43,Gaia DR3 4660241864955331968,,83.90511533193077,-67.08939619004266
CD-44  1173,CD-44  1173,Gaia DR3 4848412525451859328,45.11108604939664,52.98238556267081,-43.987115470709924
LP  771-50,LP  771-50,Gaia DR3 5153710173923632000,29.70752937331967,44.11356805043994,-16.460420604493848
2MASS J10462256-6113379,2MASS J10462256-6113379,Gaia DR3 5242048923891529472,96.19840240478516,161.59363794890857,-61.22714434963242
V* IO Vel,V* IO Vel,Gaia DR3 5308854941119963648,172.93857221914777,144.51331226030112,-54.21906697105927
UCAC4 213-031289,UCAC4 213-031289,Gaia DR3 5329478893033604992,129.1685028076172,131.74936926339768,-47.54967298469256
TWA 3B,TWA 3B,Gaia DR3 5396978667757576064,37.13013741863858,167.61541010627627,-37.531441078575
HD  67951,HD  67951,Gaia DR3 5519677156043009152,365.7109420713868,122.09827979548494,-45.79523411180042
UCAC4 226-023661,UCAC4 226-023661,Gaia DR3 5520851571898351104,357.2832184072314,122.9544570047119,-44.89957803839983
Gaia DR3 5528304989417863424,,Gaia DR3 5528304989417863424,,129.29012134168826,-40.47682050292242
* k02 Pup,* k02 Pup,Gaia DR3 5612323414549657728,130.2021942138672,114.70770724641433,-26.803750887424282
HD 162128,HD 162128,Gaia DR3 5803642320424259584,132.82769775390625,269.0874333066087,-72.31235099443934
Gaia DR3 5817396489339336832,,Gaia DR3 5817396489339336832,,257.42751883033173,-63.07566004704595
UCAC4 129-071513,UCAC4 129-071513,Gaia DR3 5861945711251717888,102.05331265052864,193.09477601636178,-64.31086838797087
HD 116071A,HD 116071A,Gaia DR3 5869553472683695488,126.01124020262607,200.6151820613206,-60.29281718833619
UCAC4 149-129010,UCAC4 149-129010,Gaia DR3 5869560447765559936,110.41609954833984,201.0338600388199,-60.20541747198811
Gaia DR3 5940119166865444480,,Gaia DR3 5940119166865444480,608.3018188476562,253.01993202581792,-46.14349982114359
Gaia DR3 5969660050709091840,Gaia DR3 5969660050709091840,Gaia DR3 5969660050709091840,122.6156005859375,253.13707369058525,-40.38026663050692
Gaia DR3 5971238129102004992,Gaia DR3 5971238129102004992,Gaia DR3 5971238129102004992,164.20880126953125,253.07441216803247,-38.18922856821203
Gaia DR3 5971281937775791360,Gaia DR3 5971281937775791360,Gaia DR3 5971281937775791360,165.8582000732422,252.71233695760333,-38.20735676883068
THA 15-40,THA 15-40,Gaia DR3 5997388638756468736,159.97184495528788,242.55077380660822,-39.355100989383395
V* V1062 Sco,V* V1062 Sco,Gaia DR3 6017520318720281216,177.61099243164062,249.62884966905585,-39.15242441377621
Gaia DR3 6030626703472132736,,Gaia DR3 6030626703472132736,134.8574981689453,249.40028586795717,-31.67381531516186
GSS 20,GSS 20,Gaia DR3 6049135813472323072,137.0632821173536,246.48962714671967,-24.508942262887164
V* V2246 Oph,Haro 1-6,Gaia DR3 6049142032584969088,136.16743147374012,246.51251867033312,-24.39350624503321
GSS 35,GSS 35,Gaia DR3 6049161961233192576,146.5437652955055,246.6423853434658,-24.391308440363677
VSSG  11,VSSG  11,Gaia DR3 6049164877514306688,148.1042654028436,246.68230851262174,-24.276023319942478
Gaia DR3 6057329816508585088,Gaia DR3 6057329816508585088,Gaia DR3 6057329816508585088,110.82479858398438,195.5996815492344,-57.76504934298612
Gaia DR3 6062610225433820288,,Gaia DR3 6062610225433820288,,203.86857650530234,-57.25306670741313
UCAC4 166-081616,UCAC4 166-081616,Gaia DR3 6075429981240520704,104.99320220947266,180.33251060987376,-56.817435585879196
Gaia DR3 6090676737160646528,Gaia DR3 6090676737160646528,Gaia DR3 6090676737160646528,90.85489654541016,211.79038252213707,-50.03431156770472
V* V863 Cen,HD 105382,Gaia DR3 6126517517699891712,133.81199645996094,182.02153096729992,-50.661322294031365
Gaia DR3 6130530322820978304,,Gaia DR3 6130530322820978304,,180.15075027940435,-49.49059646166765
Gaia DR3 6130530322823774720,,Gaia DR3 6130530322823774720,,180.15116723927505,-49.49058120116625
Gaia DR3 6180928843454749056,,Gaia DR3 6180928843454749056,123.57869720458984,196.0924559705067,-31.798709561097077
UCAC4 259-075711,UCAC4 259-075711,Gaia DR3 6197960106773771776,119.93309783935547,226.32031118553945,-38.23679932311318
Gaia DR3 6235695792513633024,,Gaia DR3 6235695792513633024,,239.31964175243087,-25.488738140334494
V* V927 Sco,*   3 Sco,Gaia DR3 6235747125966268928,147.2675018310547,238.6646419613549,-25.243848064617076
V* V913 Sco,V* V913 Sco,Gaia DR3 6236109243250504576,148.10809326171875,239.6452163958625,-24.831598622578685
RX J1558.1-2405A,RX J1558.1-2405A,Gaia DR3 6236961742717464448,128.02960205078125,239.53387194380673,-24.098160765383515
V* V1040 Sco,HD 142184,Gaia DR3 6237015550067390592,145.19769287109375,238.48270056966044,-23.97820254162301
UCAC4 338-079303,UCAC4 338-079303,Gaia DR3 6243216486414537600,140.67449951171875,240.001469245381,-22.549961167089602
[PGZ2001] J160517.9-202420,[PGZ2001] J160517.9-202420,Gaia DR3 6244078950206439936,144.35638704834497,241.32459803292502,-20.405557408913033
2MASS J15563425-2003332,2MASS J15563425-2003332,Gaia DR3 6246974033037885056,140.32859802246094,239.14265696575495,-20.0593489553327
2MASS J16040975-1833367,2MASS J16040975-1833367,Gaia DR3 6249046852976613632,153.41079711914062,241.04058965454482,-18.560291072944207
HD 124498A,HD 124498A,Gaia DR3 6298167775459045632,28.988280038380484,213.58848617834568,-15.356876138958809
UCAC4 053-023945,UCAC4 053-023945,Gaia DR3 6349781084650820608,69.23817238920161,316.8693745690227,-79.44122505425139
UCAC4 048-020372,UCAC4 048-020372,Gaia DR3 6354622303067152768,75.07056633235241,330.35438270333174,-80.57655759582394
Gaia DR3 6554241971983423232,,Gaia DR3 6554241971983423232,,343.4484770092796,-35.623783141313574
G 275-23,G 275-23,Gaia DR3 6556746796910473472,38.89630126953125,349.10167602619396,-31.84346133014019
Gaia DR3 6569856995605449344,,Gaia DR3 6569856995605449344,,333.5969900721959,-41.87291667861283
UCAC3 89-412162,UCAC3 89-412162,Gaia DR3 6575769340208406144,31.600069520152946,320.57310452149335,-45.775304399503874
2MASS J20390476-4117390,2MASS J20390476-4117390,Gaia DR3 6681126197945439232,38.88890075683594,309.7702826436394,-41.294394654565394
SCR J1928-3634,SCR J1928-3634,Gaia DR3 6739573178062978944,25.139400482177734,292.1405142812056,-36.57702997871573
V* FI Cnc,V* FI Cnc,Gaia DR3 707686163705277184,206.67989417989418,128.07225291666666,29.319310833333333
V* DM UMa,V* DM UMa,Gaia DR3 861644351670829568,185.6596487319446,163.93143249999997,60.469366944444445
LP  532-81 C,LP  532-81 C,Gaia DR3 9178383766474496,25.142558305592708,51.42596624999999,5.864115555555555
Gaia DR3 961025698716736768,,Gaia DR3 961025698716736768,,,
2MASS J09481615+5114518,2MASS J09481615+5114518,,35.971869997661834,147.06725,51.24773555555556
2MASS J10534129+5253040,2MASS J10534129+5253040,,45.08261388995334,163.42203791666665,52.88446888888889
[VCS2020] BDR J1750+3809,[VCS2020] BDR J1750+3809,,,267.5047083333333,38.15541666666667
SCR J0103-5515,SCR J0103-5515,Gaia DR3 4914632365579875200,47.214353163361665,15.89929865424943,-55.265840341189275
G 165-61,G 165-61,Gaia DR3 1477446592088319872,16.666666666666668,214.2589179789399,31.712410442146457
* i Boo B,* i Boo B,Gaia DR3 1588936345294751872,12.806048552852484,225.94474343510842,47.654414825408395
V* OT Ser,V* OT Ser,Gaia DR3 1214160733157163008,11.451461263714556,230.47094024402693,20.97832225750799
2MASS J14333139+3417472,2MASS J14333139+3417472,Gaia DR3 1287845363887270400,47.485599517822266,218.38037745212281,34.29633241611881
V* EV Dra,V* EV Dra,Gaia DR3 1403766939225964288,57.48780059814453,240.44716923106932,51.347915840454625
V* CR Dra,BD+55  1823,Gaia DR3 1429437378934511616,20.14898156972656,244.27298578329305,55.2671877781025
V* V833 Tau,HD 283750,Gaia DR3 151650076838458112,17.39514640624973,69.20100874999999,27.132191111111112
G 123-35,G 123-35,Gaia DR3 1534831272173203072,23.50933202934905,187.2610461646017,41.72942423929911
G 223-74,G 223-74,Gaia DR3 1611087248283201024,18.38640022277832,219.22599903132598,58.34545498649245
TYC 2210-819-1,TYC 2210-819-1,Gaia DR3 1799807905112973824,277.86700439453125,327.89326827720055,26.64679455734526
Ross  776,Ross  776,Gaia DR3 1851868127125091840,19.70055161544523,319.02526757391206,29.864317928119615
Ross  826,Ross  826,Gaia DR3 1851868127125091968,20.042499542236328,319.0170758904822,29.862969517965567
BD+33  4462,BD+33  4462,Gaia DR3 1905374971433861120,208.6549072265625,333.61810634729017,33.94162844840278
G 190-27,G 190-27,Gaia DR3 1923896622760418176,15.052805240784673,352.34657450570336,41.46426656329359
V* CS Cet,V* CS Cet,Gaia DR3 2351327473088460288,93.49109649658203,16.70409486754384,-22.85625726533498
HD 223621,HD 223621,Gaia DR3 2390140439707258368,105.11730194091797,357.7890886495969,-19.04956688118198
V* FL Aqr,V* FL Aqr,Gaia DR3 2400808245117576704,8.838299751281738,339.69068815030255,-20.614689446269768
1RXS J001650.6-071013,1RXS J001650.6-071013,Gaia DR3 2431240115634106112,71.21980285644531,4.208590507092514,-7.170961004436129
RX J0143.7-0602,RX J0143.7-0602,Gaia DR3 2479453696216295296,21.381099700927734,25.938336565497654,-6.044620735641335
Gaia DR3 2505549337686811392,,Gaia DR3 2505549337686811392,40.26089859008789,25.991810682935878,-1.8250824240363064
L  788-34,L  788-34,Gaia DR3 2595284016771502080,7.234424284515438,335.78059284429975,-17.610507570693272
StKM 1-2018A,StKM 1-2018A,Gaia DR3 2609049322146297472,26.138802267802483,338.34528208518947,-9.614922668293527
V* FG Aqr,Wolf 1561 A,Gaia DR3 2616132101175106816,11.051030342814013,334.3269747930502,-8.804702900332636
V* SZ Psc,V* SZ Psc,Gaia DR3 2658507622907361536,112.4437026977539,348.34918214130636,2.675562277711697
V* EQ Peg A,BD+19  5116A,Gaia DR3 2824770686019003904,6.263176156839952,352.97012375450475,19.93699282660293
V* EQ Peg B,BD+19  5116B,Gaia DR3 2824770686019004032,6.2535762639259325,352.9716753030632,19.937313746866927
V* EZ Peg,V* EZ Peg,Gaia DR3 2844189676273462400,161.4261932373047,349.2219329109453,25.71953342461029
HD 220242,HD 220242,Gaia DR3 2844641816070874240,69.72579956054688,350.49227182385454,26.608571830224967
V* II Peg,HD 224085,Gaia DR3 2855095251072482432,39.12439601713648,358.76979425420905,28.633832306526546
TYC 1736-851-1,TYC 1736-851-1,Gaia DR3 2860458423979097984,54.75911465463426,4.294044004933888,29.530688499854428
V* OU And,V* OU And,Gaia DR3 2879545297298063488,140.22959899902344,357.4206611293978,36.42506931220349
